cell_id,cell_id,level1class,n_genes_by_counts,total_counts,label,n_genes,total_counts_mt,pct_counts_mt
1772066108_H04,1772066108_H04,oligodendrocytes,3290,12549.0,oligodendrocytes,3293,0.0,0.0
1772067060_D02,1772067060_D02,oligodendrocytes,2654,8204.0,oligodendrocytes,2655,0.0,0.0
1772063079_D11,1772063079_D11,oligodendrocytes,2460,11607.0,oligodendrocytes,2460,0.0,0.0
1772062113_E07,1772062113_E07,oligodendrocytes,3209,15934.0,oligodendrocytes,3209,0.0,0.0
1772058171_B04,1772058171_B04,oligodendrocytes,2423,16033.0,oligodendrocytes,2423,0.0,0.0
1772058177_E07,1772058177_E07,oligodendrocytes,2719,13702.0,oligodendrocytes,2719,0.0,0.0
1772067076_D02,1772067076_D02,oligodendrocytes,4291,16429.0,oligodendrocytes,4300,0.0,0.0
1772058177_D12,1772058177_D12,oligodendrocytes,2608,12434.0,oligodendrocytes,2608,0.0,0.0
1772058171_E07,1772058171_E07,oligodendrocytes,1959,9486.0,oligodendrocytes,1959,0.0,0.0
1772058177_C01,1772058177_C01,oligodendrocytes,2707,11725.0,oligodendrocytes,2707,0.0,0.0
1772058171_A02,1772058171_A02,oligodendrocytes,2284,12919.0,oligodendrocytes,2285,0.0,0.0
1772058171_B05,1772058171_B05,oligodendrocytes,2137,11081.0,oligodendrocytes,2137,0.0,0.0
1772062111_E05,1772062111_E05,oligodendrocytes,1964,7912.0,oligodendrocytes,1964,0.0,0.0
1772058171_D03,1772058171_D03,oligodendrocytes,3180,26598.0,oligodendrocytes,3181,0.0,0.0
1772058177_A03,1772058177_A03,oligodendrocytes,3984,23633.0,oligodendrocytes,3986,0.0,0.0
1772058171_E02,1772058171_E02,oligodendrocytes,3595,27927.0,oligodendrocytes,3595,0.0,0.0
1772058171_A04,1772058171_A04,oligodendrocytes,2140,8829.0,oligodendrocytes,2140,0.0,0.0
1772063074_D10,1772063074_D10,oligodendrocytes,2543,8804.0,oligodendrocytes,2544,0.0,0.0
1772058171_G01,1772058171_G01,oligodendrocytes,3216,21523.0,oligodendrocytes,3216,0.0,0.0
1772058177_E06,1772058177_E06,oligodendrocytes,3668,26626.0,oligodendrocytes,3670,0.0,0.0
1772058177_C02,1772058177_C02,oligodendrocytes,3136,16709.0,oligodendrocytes,3137,0.0,0.0
1772058177_B05,1772058177_B05,oligodendrocytes,3195,14746.0,oligodendrocytes,3195,0.0,0.0
1772058171_D04,1772058171_D04,oligodendrocytes,3065,23603.0,oligodendrocytes,3065,0.0,0.0
1772058171_D01,1772058171_D01,oligodendrocytes,2099,10312.0,oligodendrocytes,2100,0.0,0.0
1772058177_F08,1772058177_F08,oligodendrocytes,3959,31964.0,oligodendrocytes,3959,0.0,0.0
1772058171_C01,1772058171_C01,oligodendrocytes,3394,40905.0,oligodendrocytes,3401,0.0,0.0
1772058171_F03,1772058171_F03,oligodendrocytes,2349,14758.0,oligodendrocytes,2349,0.0,0.0
1772058171_A11,1772058171_A11,oligodendrocytes,3411,17699.0,oligodendrocytes,3413,0.0,0.0
1772058171_G11,1772058171_G11,oligodendrocytes,2330,14446.0,oligodendrocytes,2332,0.0,0.0
1772058171_A09,1772058171_A09,oligodendrocytes,2175,11900.0,oligodendrocytes,2175,0.0,0.0
1772058171_F08,1772058171_F08,oligodendrocytes,3889,30998.0,oligodendrocytes,3891,0.0,0.0
1772058177_F06,1772058177_F06,oligodendrocytes,2350,14251.0,oligodendrocytes,2350,0.0,0.0
1772058171_B08,1772058171_B08,oligodendrocytes,2523,13417.0,oligodendrocytes,2523,0.0,0.0
1772058171_G03,1772058171_G03,oligodendrocytes,2457,13255.0,oligodendrocytes,2457,0.0,0.0
1772058177_A01,1772058177_A01,oligodendrocytes,2756,12162.0,oligodendrocytes,2756,0.0,0.0
1772058177_B06,1772058177_B06,oligodendrocytes,2539,16312.0,oligodendrocytes,2539,0.0,0.0
1772058148_G12,1772058148_G12,oligodendrocytes,2612,8539.0,oligodendrocytes,2612,0.0,0.0
1772058171_B07,1772058171_B07,oligodendrocytes,3183,21916.0,oligodendrocytes,3183,0.0,0.0
1772058177_G05,1772058177_G05,oligodendrocytes,3548,16773.0,oligodendrocytes,3549,0.0,0.0
1772063064_F07,1772063064_F07,oligodendrocytes,3609,14366.0,oligodendrocytes,3609,0.0,0.0
1772058171_E10,1772058171_E10,oligodendrocytes,2953,20214.0,oligodendrocytes,2953,0.0,0.0
1772058171_B06,1772058171_B06,oligodendrocytes,2229,15740.0,oligodendrocytes,2229,0.0,0.0
1772058177_E12,1772058177_E12,oligodendrocytes,2373,13068.0,oligodendrocytes,2373,0.0,0.0
1772058171_D02,1772058171_D02,oligodendrocytes,2809,19798.0,oligodendrocytes,2809,0.0,0.0
1772058177_B04,1772058177_B04,oligodendrocytes,2744,12562.0,oligodendrocytes,2744,0.0,0.0
1772062128_F04,1772062128_F04,oligodendrocytes,2358,11882.0,oligodendrocytes,2358,0.0,0.0
1772058171_D08,1772058171_D08,oligodendrocytes,2026,10174.0,oligodendrocytes,2027,0.0,0.0
1772058171_E05,1772058171_E05,oligodendrocytes,2114,11974.0,oligodendrocytes,2114,0.0,0.0
1772058177_B09,1772058177_B09,oligodendrocytes,2784,14942.0,oligodendrocytes,2784,0.0,0.0
1772058177_C12,1772058177_C12,oligodendrocytes,3003,15726.0,oligodendrocytes,3004,0.0,0.0
1772058177_D05,1772058177_D05,oligodendrocytes,3147,13429.0,oligodendrocytes,3148,0.0,0.0
1772058171_G10,1772058171_G10,oligodendrocytes,2464,14996.0,oligodendrocytes,2464,0.0,0.0
1772058171_C04,1772058171_C04,oligodendrocytes,2264,13878.0,oligodendrocytes,2264,0.0,0.0
1772058171_C08,1772058171_C08,oligodendrocytes,2488,14549.0,oligodendrocytes,2488,0.0,0.0
1772058171_C10,1772058171_C10,oligodendrocytes,2113,10354.0,oligodendrocytes,2113,0.0,0.0
1772062128_C10,1772062128_C10,oligodendrocytes,1861,7908.0,oligodendrocytes,1862,0.0,0.0
1772063061_B04,1772063061_B04,oligodendrocytes,4055,14006.0,oligodendrocytes,4055,0.0,0.0
1772058171_F04,1772058171_F04,microglia,1101,4307.0,microglia,1101,0.0,0.0
1772060226_D02,1772060226_D02,microglia,3244,8463.0,microglia,3245,0.0,0.0
1772062109_F11,1772062109_F11,microglia,1689,4154.0,microglia,1689,0.0,0.0
1772066090_E08,1772066090_E08,microglia,2492,5039.0,microglia,2494,0.0,0.0
1772067057_G11,1772067057_G11,microglia,2516,7544.0,microglia,2516,0.0,0.0
1772058148_F06,1772058148_F06,microglia,1192,3218.0,microglia,1192,0.0,0.0
1772058177_A09,1772058177_A09,microglia,1401,4476.0,microglia,1402,0.0,0.0
1772058177_A07,1772058177_A07,microglia,1845,7137.0,microglia,1846,0.0,0.0
1772060225_E03,1772060225_E03,microglia,2271,5182.0,microglia,2271,0.0,0.0
1772058177_D10,1772058177_D10,microglia,1363,4036.0,microglia,1363,0.0,0.0
1772058177_D11,1772058177_D11,microglia,983,2776.0,microglia,983,0.0,0.0
1772062109_D01,1772062109_D01,microglia,1451,3092.0,microglia,1451,0.0,0.0
1772058177_C03,1772058177_C03,microglia,1243,3596.0,microglia,1243,0.0,0.0
1772062109_E05,1772062109_E05,microglia,1965,4777.0,microglia,1965,0.0,0.0
1772062128_F05,1772062128_F05,microglia,843,3372.0,microglia,844,0.0,0.0
1772067070_C04,1772067070_C04,microglia,1220,3098.0,microglia,1220,0.0,0.0
1772066095_B12,1772066095_B12,microglia,1247,3755.0,microglia,1247,0.0,0.0
1772058148_E12,1772058148_E12,microglia,2325,6870.0,microglia,2325,0.0,0.0
1772058148_D12,1772058148_D12,microglia,1533,4031.0,microglia,1533,0.0,0.0
1772058148_A05,1772058148_A05,microglia,1074,3068.0,microglia,1074,0.0,0.0
1772066104_B07,1772066104_B07,microglia,1847,4749.0,microglia,1847,0.0,0.0
1772062111_G10,1772062111_G10,microglia,1588,3809.0,microglia,1588,0.0,0.0
1772060226_E03,1772060226_E03,microglia,2552,11152.0,microglia,2552,0.0,0.0
1772060240_H11,1772060240_H11,microglia,1947,4508.0,microglia,1948,0.0,0.0
1772066096_G06,1772066096_G06,microglia,1508,5461.0,microglia,1508,0.0,0.0
1772058177_A12,1772058177_A12,microglia,1675,5529.0,microglia,1675,0.0,0.0
1772062128_C02,1772062128_C02,microglia,1631,7318.0,microglia,1631,0.0,0.0
1772066095_G07,1772066095_G07,microglia,2686,7323.0,microglia,2688,0.0,0.0
1772058171_C05,1772058171_C05,microglia,1795,8390.0,microglia,1798,0.0,0.0
1772062128_A07,1772062128_A07,microglia,957,4091.0,microglia,957,0.0,0.0
1772058177_E01,1772058177_E01,microglia,2113,6428.0,microglia,2114,0.0,0.0
1772058177_B11,1772058177_B11,microglia,2309,8700.0,microglia,2310,0.0,0.0
1772058177_F07,1772058177_F07,microglia,2644,13758.0,microglia,2645,0.0,0.0
1772058177_G04,1772058177_G04,microglia,2734,9231.0,microglia,2735,0.0,0.0
1772063074_B03,1772063074_B03,microglia,2568,7277.0,microglia,2568,0.0,0.0
1772058171_F11,1772058171_F11,microglia,1461,7369.0,microglia,1464,0.0,0.0
1772062113_A11,1772062113_A11,microglia,3346,7954.0,microglia,3350,0.0,0.0
1772062111_H06,1772062111_H06,microglia,1825,6092.0,microglia,1825,0.0,0.0
1772063061_F10,1772063061_F10,microglia,1816,4842.0,microglia,1816,0.0,0.0
1772062116_D02,1772062116_D02,microglia,2109,5532.0,microglia,2111,0.0,0.0
1772062115_A07,1772062115_A07,microglia,1585,3940.0,microglia,1585,0.0,0.0
1772062115_C02,1772062115_C02,microglia,1444,3159.0,microglia,1444,0.0,0.0
1772062109_E12,1772062109_E12,microglia,1728,4896.0,microglia,1728,0.0,0.0
1772062109_D06,1772062109_D06,microglia,2521,7082.0,microglia,2522,0.0,0.0
1772062128_D02,1772062128_D02,microglia,3199,15281.0,microglia,3199,0.0,0.0
1772062118_F04,1772062118_F04,microglia,1947,5000.0,microglia,1947,0.0,0.0
1772063078_G02,1772063078_G02,microglia,3517,9247.0,microglia,3517,0.0,0.0
1772063063_H11,1772063063_H11,microglia,4199,12739.0,microglia,4200,0.0,0.0
1772062118_A11,1772062118_A11,microglia,1587,4014.0,microglia,1589,0.0,0.0
1772060224_F07,1772060224_F07,microglia,2914,7259.0,microglia,2915,0.0,0.0
1772063077_F06,1772063077_F06,microglia,2664,8075.0,microglia,2664,0.0,0.0
1772062111_A05,1772062111_A05,microglia,1718,4708.0,microglia,1718,0.0,0.0
1772060224_B12,1772060224_B12,microglia,1232,3254.0,microglia,1232,0.0,0.0
1772066076_A07,1772066076_A07,microglia,2281,7381.0,microglia,2283,0.0,0.0
1772067064_D12,1772067064_D12,microglia,1461,4632.0,microglia,1462,0.0,0.0
1772060240_F05,1772060240_F05,microglia,1955,4555.0,microglia,1955,0.0,0.0
1772063077_E03,1772063077_E03,microglia,1843,4520.0,microglia,1843,0.0,0.0
1772063074_F08,1772063074_F08,microglia,1092,2540.0,microglia,1092,0.0,0.0
1772058177_F04,1772058177_F04,microglia,1763,5233.0,microglia,1763,0.0,0.0
1772067074_D04,1772067074_D04,microglia,2531,7316.0,microglia,2533,0.0,0.0
1772066080_F07,1772066080_F07,microglia,2465,7082.0,microglia,2466,0.0,0.0
1772062111_G06,1772062111_G06,microglia,2354,7251.0,microglia,2354,0.0,0.0
1772062109_D12,1772062109_D12,microglia,1812,5009.0,microglia,1812,0.0,0.0
1772062109_A06,1772062109_A06,microglia,2778,6551.0,microglia,2778,0.0,0.0
1772062113_E05,1772062113_E05,microglia,2914,7099.0,microglia,2914,0.0,0.0
1772062111_F12,1772062111_F12,microglia,2039,6762.0,microglia,2039,0.0,0.0
1772062118_H01,1772062118_H01,microglia,2995,8351.0,microglia,2995,0.0,0.0
1772063074_H12,1772063074_H12,microglia,1662,3753.0,microglia,1663,0.0,0.0
1772067064_B09,1772067064_B09,microglia,1391,3578.0,microglia,1392,0.0,0.0
1772067057_B09,1772067057_B09,microglia,2393,4613.0,microglia,2395,0.0,0.0
1772060224_H07,1772060224_H07,microglia,3119,7534.0,microglia,3119,0.0,0.0
1772067094_C07,1772067094_C07,microglia,1013,3240.0,microglia,1013,0.0,0.0
1772067070_C02,1772067070_C02,microglia,1556,3965.0,microglia,1556,0.0,0.0
1772067096_G06,1772067096_G06,microglia,1813,5719.0,microglia,1813,0.0,0.0
1772060240_H10,1772060240_H10,microglia,3602,9300.0,microglia,3602,0.0,0.0
1772062116_G09,1772062116_G09,microglia,1878,3318.0,microglia,1878,0.0,0.0
1772067058_C04,1772067058_C04,microglia,1430,2892.0,microglia,1431,0.0,0.0
1772063077_D08,1772063077_D08,microglia,1226,2544.0,microglia,1226,0.0,0.0
1772063063_A03,1772063063_A03,microglia,4220,11444.0,microglia,4220,0.0,0.0
1772060226_H12,1772060226_H12,microglia,2925,6898.0,microglia,2926,0.0,0.0
1772066090_B06,1772066090_B06,microglia,3044,6101.0,microglia,3044,0.0,0.0
1772062118_F03,1772062118_F03,microglia,2171,4608.0,microglia,2172,0.0,0.0
1772063062_D07,1772063062_D07,microglia,1226,3372.0,microglia,1226,0.0,0.0
1772062128_H04,1772062128_H04,microglia,770,2687.0,microglia,770,0.0,0.0
1772062118_E06,1772062118_E06,microglia,1769,4508.0,microglia,1769,0.0,0.0
1772071044_B03,1772071044_B03,microglia,1373,2788.0,microglia,1373,0.0,0.0
1772060225_F05,1772060225_F05,microglia,1539,3226.0,microglia,1540,0.0,0.0
1772060226_F12,1772060226_F12,microglia,1954,3935.0,microglia,1955,0.0,0.0
1772062115_H11,1772062115_H11,microglia,1626,3639.0,microglia,1626,0.0,0.0
1772062109_C05,1772062109_C05,microglia,1381,2552.0,microglia,1382,0.0,0.0
1772058177_E03,1772058177_E03,microglia,1368,3865.0,microglia,1368,0.0,0.0
1772060224_B07,1772060224_B07,microglia,1348,2897.0,microglia,1348,0.0,0.0
1772060226_H02,1772060226_H02,microglia,2700,5909.0,microglia,2701,0.0,0.0
1772062118_D09,1772062118_D09,microglia,1331,2941.0,microglia,1331,0.0,0.0
1772062118_F11,1772062118_F11,microglia,1986,5224.0,microglia,1988,0.0,0.0
1772062111_D12,1772062111_D12,microglia,1295,4639.0,microglia,1296,0.0,0.0
1772062128_B03,1772062128_B03,microglia,836,3407.0,microglia,837,0.0,0.0
1772066090_D03,1772066090_D03,microglia,3805,10266.0,microglia,3805,0.0,0.0
1772063071_E02,1772063071_E02,endothelial-mural,2175,8049.0,endothelial-mural,2175,0.0,0.0
1772063064_A11,1772063064_A11,endothelial-mural,2331,5237.0,endothelial-mural,2331,0.0,0.0
1772060224_B09,1772060224_B09,endothelial-mural,2342,5401.0,endothelial-mural,2342,0.0,0.0
1772063078_H11,1772063078_H11,endothelial-mural,1956,4726.0,endothelial-mural,1956,0.0,0.0
1772063061_G03,1772063061_G03,endothelial-mural,3435,13466.0,endothelial-mural,3435,0.0,0.0
1772063071_D01,1772063071_D01,endothelial-mural,1155,10660.0,endothelial-mural,1157,0.0,0.0
1772063064_B05,1772063064_B05,endothelial-mural,2668,9033.0,endothelial-mural,2668,0.0,0.0
1772062111_E02,1772062111_E02,endothelial-mural,1618,5526.0,endothelial-mural,1618,0.0,0.0
1772063062_H12,1772063062_H12,endothelial-mural,952,6500.0,endothelial-mural,952,0.0,0.0
1772058177_C08,1772058177_C08,endothelial-mural,1295,4016.0,endothelial-mural,1295,0.0,0.0
1772058148_A07,1772058148_A07,endothelial-mural,1533,4559.0,endothelial-mural,1533,0.0,0.0
1772060240_A03,1772060240_A03,endothelial-mural,2560,6047.0,endothelial-mural,2561,0.0,0.0
1772067070_H08,1772067070_H08,endothelial-mural,2198,5416.0,endothelial-mural,2199,0.0,0.0
1772063079_C02,1772063079_C02,endothelial-mural,1040,2665.0,endothelial-mural,1040,0.0,0.0
1772063071_A01,1772063071_A01,endothelial-mural,1140,3560.0,endothelial-mural,1140,0.0,0.0
1772063079_A09,1772063079_A09,endothelial-mural,1777,4652.0,endothelial-mural,1777,0.0,0.0
1772067070_C05,1772067070_C05,endothelial-mural,1461,3948.0,endothelial-mural,1461,0.0,0.0
1772063079_A11,1772063079_A11,endothelial-mural,1814,4372.0,endothelial-mural,1815,0.0,0.0
1772062113_G08,1772062113_G08,endothelial-mural,5257,15040.0,endothelial-mural,5258,0.0,0.0
1772062128_G09,1772062128_G09,endothelial-mural,1819,6601.0,endothelial-mural,1819,0.0,0.0
1772060240_D11,1772060240_D11,endothelial-mural,7384,32456.0,endothelial-mural,7385,0.0,0.0
1772071044_B01,1772071044_B01,endothelial-mural,1704,3864.0,endothelial-mural,1705,0.0,0.0
1772071036_E10,1772071036_E10,endothelial-mural,1732,3746.0,endothelial-mural,1732,0.0,0.0
1772062113_D11,1772062113_D11,endothelial-mural,4383,17427.0,endothelial-mural,4383,0.0,0.0
1772063063_B01,1772063063_B01,endothelial-mural,3673,9802.0,endothelial-mural,3674,0.0,0.0
1772058171_E12,1772058171_E12,endothelial-mural,940,3085.0,endothelial-mural,940,0.0,0.0
1772063064_F06,1772063064_F06,endothelial-mural,3376,10526.0,endothelial-mural,3378,0.0,0.0
1772058148_H05,1772058148_H05,endothelial-mural,1935,4705.0,endothelial-mural,1935,0.0,0.0
1772066103_B12,1772066103_B12,endothelial-mural,2131,4758.0,endothelial-mural,2132,0.0,0.0
1772058177_G06,1772058177_G06,endothelial-mural,1247,3940.0,endothelial-mural,1247,0.0,0.0
1772058177_H06,1772058177_H06,endothelial-mural,1578,4262.0,endothelial-mural,1578,0.0,0.0
1772058177_H02,1772058177_H02,endothelial-mural,1996,7548.0,endothelial-mural,1996,0.0,0.0
1772058177_D01,1772058177_D01,endothelial-mural,1393,4221.0,endothelial-mural,1393,0.0,0.0
1772058171_E11,1772058171_E11,endothelial-mural,1681,5955.0,endothelial-mural,1681,0.0,0.0
1772058177_F10,1772058177_F10,endothelial-mural,1400,4867.0,endothelial-mural,1400,0.0,0.0
1772058171_G09,1772058171_G09,endothelial-mural,1595,5844.0,endothelial-mural,1596,0.0,0.0
1772058171_G07,1772058171_G07,endothelial-mural,1698,6325.0,endothelial-mural,1698,0.0,0.0
1772058177_F12,1772058177_F12,endothelial-mural,1484,5042.0,endothelial-mural,1484,0.0,0.0
1772058177_G12,1772058177_G12,endothelial-mural,1255,3615.0,endothelial-mural,1255,0.0,0.0
1772058171_F01,1772058171_F01,endothelial-mural,1710,4813.0,endothelial-mural,1710,0.0,0.0
1772058171_H05,1772058171_H05,endothelial-mural,1623,5288.0,endothelial-mural,1623,0.0,0.0
1772058171_G05,1772058171_G05,endothelial-mural,980,3488.0,endothelial-mural,980,0.0,0.0
1772062128_D06,1772062128_D06,endothelial-mural,994,3705.0,endothelial-mural,994,0.0,0.0
1772063079_B05,1772063079_B05,endothelial-mural,1514,4069.0,endothelial-mural,1514,0.0,0.0
1772062109_H08,1772062109_H08,endothelial-mural,1980,3926.0,endothelial-mural,1980,0.0,0.0
1772062109_D05,1772062109_D05,endothelial-mural,2317,5102.0,endothelial-mural,2317,0.0,0.0
1772062111_D07,1772062111_D07,endothelial-mural,2567,8730.0,endothelial-mural,2567,0.0,0.0
1772063077_D11,1772063077_D11,endothelial-mural,2161,5779.0,endothelial-mural,2161,0.0,0.0
1772062113_H07,1772062113_H07,endothelial-mural,1685,4573.0,endothelial-mural,1690,0.0,0.0
1772062111_G12,1772062111_G12,endothelial-mural,1189,2952.0,endothelial-mural,1189,0.0,0.0
1772063079_C11,1772063079_C11,endothelial-mural,1328,3329.0,endothelial-mural,1328,0.0,0.0
1772063079_H12,1772063079_H12,endothelial-mural,1184,3107.0,endothelial-mural,1184,0.0,0.0
1772060224_E05,1772060224_E05,endothelial-mural,3653,10202.0,endothelial-mural,3658,0.0,0.0
1772063070_F11,1772063070_F11,endothelial-mural,1892,6875.0,endothelial-mural,1893,0.0,0.0
1772062114_A09,1772062114_A09,endothelial-mural,5426,17906.0,endothelial-mural,5426,0.0,0.0
1772062111_H12,1772062111_H12,endothelial-mural,1653,5042.0,endothelial-mural,1653,0.0,0.0
1772063070_B04,1772063070_B04,endothelial-mural,2472,8194.0,endothelial-mural,2472,0.0,0.0
1772063064_E04,1772063064_E04,endothelial-mural,2281,5511.0,endothelial-mural,2281,0.0,0.0
1772058177_G07,1772058177_G07,endothelial-mural,2181,5507.0,endothelial-mural,2182,0.0,0.0
1772062113_C01,1772062113_C01,endothelial-mural,3510,10096.0,endothelial-mural,3516,0.0,0.0
1772067073_A12,1772067073_A12,endothelial-mural,2972,7587.0,endothelial-mural,2974,0.0,0.0
1772063063_C11,1772063063_C11,endothelial-mural,3176,7214.0,endothelial-mural,3176,0.0,0.0
1772062109_B07,1772062109_B07,endothelial-mural,1685,3394.0,endothelial-mural,1685,0.0,0.0
1772067058_F03,1772067058_F03,endothelial-mural,2197,5139.0,endothelial-mural,2198,0.0,0.0
1772071040_D01,1772071040_D01,endothelial-mural,1935,5257.0,endothelial-mural,1935,0.0,0.0
1772063063_G05,1772063063_G05,endothelial-mural,3033,7070.0,endothelial-mural,3033,0.0,0.0
1772067069_E07,1772067069_E07,endothelial-mural,2733,10231.0,endothelial-mural,2737,0.0,0.0
1772067063_A11,1772067063_A11,endothelial-mural,2036,4319.0,endothelial-mural,2036,0.0,0.0
1772071040_F09,1772071040_F09,endothelial-mural,1946,4191.0,endothelial-mural,1949,0.0,0.0
1772067063_A07,1772067063_A07,endothelial-mural,2441,7420.0,endothelial-mural,2442,0.0,0.0
1772066096_C02,1772066096_C02,endothelial-mural,3339,8149.0,endothelial-mural,3341,0.0,0.0
1772066098_E07,1772066098_E07,endothelial-mural,1383,2547.0,endothelial-mural,1384,0.0,0.0
1772058148_D04,1772058148_D04,endothelial-mural,1655,3942.0,endothelial-mural,1655,0.0,0.0
1772067074_H04,1772067074_H04,endothelial-mural,1790,3723.0,endothelial-mural,1791,0.0,0.0
1772058148_E02,1772058148_E02,endothelial-mural,2309,6282.0,endothelial-mural,2309,0.0,0.0
1772067073_B09,1772067073_B09,endothelial-mural,1597,2957.0,endothelial-mural,1597,0.0,0.0
1772063071_D11,1772063071_D11,endothelial-mural,1328,3900.0,endothelial-mural,1328,0.0,0.0
1772071040_E11,1772071040_E11,endothelial-mural,1316,2605.0,endothelial-mural,1316,0.0,0.0
1772067074_H09,1772067074_H09,endothelial-mural,2166,4853.0,endothelial-mural,2166,0.0,0.0
1772071041_H04,1772071041_H04,endothelial-mural,1447,2935.0,endothelial-mural,1447,0.0,0.0
1772067073_F07,1772067073_F07,endothelial-mural,1312,3699.0,endothelial-mural,1313,0.0,0.0
1772058148_C04,1772058148_C04,endothelial-mural,1315,2725.0,endothelial-mural,1315,0.0,0.0
1772058148_E09,1772058148_E09,endothelial-mural,1853,4788.0,endothelial-mural,1853,0.0,0.0
1772067074_H08,1772067074_H08,endothelial-mural,1859,4830.0,endothelial-mural,1860,0.0,0.0
1772058148_F12,1772058148_F12,endothelial-mural,1224,2673.0,endothelial-mural,1224,0.0,0.0
1772071036_D04,1772071036_D04,endothelial-mural,2697,5828.0,endothelial-mural,2699,0.0,0.0
1772063070_A07,1772063070_A07,endothelial-mural,3457,13668.0,endothelial-mural,3459,0.0,0.0
1772067074_F11,1772067074_F11,endothelial-mural,2857,7327.0,endothelial-mural,2860,0.0,0.0
1772063064_B04,1772063064_B04,endothelial-mural,2740,6714.0,endothelial-mural,2740,0.0,0.0
1772063070_A05,1772063070_A05,endothelial-mural,3460,16070.0,endothelial-mural,3463,0.0,0.0
1772071040_B11,1772071040_B11,endothelial-mural,1797,3116.0,endothelial-mural,1797,0.0,0.0
1772063070_E06,1772063070_E06,endothelial-mural,1853,5618.0,endothelial-mural,1853,0.0,0.0
1772066102_E06,1772066102_E06,endothelial-mural,2511,5205.0,endothelial-mural,2511,0.0,0.0
1772060240_D07,1772060240_D07,endothelial-mural,2280,4851.0,endothelial-mural,2280,0.0,0.0
1772067063_B03,1772067063_B03,endothelial-mural,2024,4240.0,endothelial-mural,2025,0.0,0.0
1772058148_F05,1772058148_F05,endothelial-mural,1506,3793.0,endothelial-mural,1506,0.0,0.0
1772066108_B09,1772066108_B09,endothelial-mural,2658,5321.0,endothelial-mural,2660,0.0,0.0
1772066102_C04,1772066102_C04,endothelial-mural,1441,2824.0,endothelial-mural,1443,0.0,0.0
1772060224_A05,1772060224_A05,endothelial-mural,1348,3058.0,endothelial-mural,1348,0.0,0.0
1772063070_G07,1772063070_G07,endothelial-mural,1993,5713.0,endothelial-mural,1993,0.0,0.0
1772066095_B03,1772066095_B03,endothelial-mural,1300,2712.0,endothelial-mural,1300,0.0,0.0
1772063065_D10,1772063065_D10,endothelial-mural,2478,4837.0,endothelial-mural,2478,0.0,0.0
1772060226_E09,1772060226_E09,endothelial-mural,1882,3566.0,endothelial-mural,1882,0.0,0.0
1772063061_B10,1772063061_B10,endothelial-mural,3182,9419.0,endothelial-mural,3182,0.0,0.0
1772062115_F01,1772062115_F01,endothelial-mural,1434,2541.0,endothelial-mural,1434,0.0,0.0
1772063065_D08,1772063065_D08,endothelial-mural,2654,5197.0,endothelial-mural,2654,0.0,0.0
1772066097_C03,1772066097_C03,endothelial-mural,1709,2885.0,endothelial-mural,1714,0.0,0.0
1772058148_F10,1772058148_F10,endothelial-mural,1003,2531.0,endothelial-mural,1003,0.0,0.0
1772066077_E10,1772066077_E10,endothelial-mural,2793,6148.0,endothelial-mural,2793,0.0,0.0
1772063065_B12,1772063065_B12,endothelial-mural,1855,3398.0,endothelial-mural,1855,0.0,0.0
1772063063_H05,1772063063_H05,endothelial-mural,2354,4222.0,endothelial-mural,2354,0.0,0.0
1772063068_B12,1772063068_B12,endothelial-mural,3185,7434.0,endothelial-mural,3185,0.0,0.0
1772067058_D06,1772067058_D06,endothelial-mural,1547,3145.0,endothelial-mural,1548,0.0,0.0
1772062109_G06,1772062109_G06,endothelial-mural,2045,5885.0,endothelial-mural,2045,0.0,0.0
1772062116_H04,1772062116_H04,endothelial-mural,1682,3203.0,endothelial-mural,1683,0.0,0.0
1772063062_G06,1772063062_G06,endothelial-mural,1137,2989.0,endothelial-mural,1137,0.0,0.0
1772058171_G04,1772058171_G04,endothelial-mural,2150,10832.0,endothelial-mural,2151,0.0,0.0
1772067063_D05,1772067063_D05,endothelial-mural,5301,18754.0,endothelial-mural,5304,0.0,0.0
1772058177_A05,1772058177_A05,endothelial-mural,1863,8417.0,endothelial-mural,1863,0.0,0.0
1772058177_F11,1772058177_F11,endothelial-mural,2184,9293.0,endothelial-mural,2184,0.0,0.0
1772063079_A07,1772063079_A07,endothelial-mural,2125,8343.0,endothelial-mural,2126,0.0,0.0
1772062116_H07,1772062116_H07,endothelial-mural,2758,6870.0,endothelial-mural,2758,0.0,0.0
1772063070_F02,1772063070_F02,endothelial-mural,2467,7995.0,endothelial-mural,2468,0.0,0.0
1772060224_C09,1772060224_C09,endothelial-mural,1687,3366.0,endothelial-mural,1688,0.0,0.0
1772067073_H05,1772067073_H05,endothelial-mural,1788,4477.0,endothelial-mural,1788,0.0,0.0
1772058171_A12,1772058171_A12,endothelial-mural,1229,4127.0,endothelial-mural,1230,0.0,0.0
1772067073_H10,1772067073_H10,endothelial-mural,3043,8260.0,endothelial-mural,3043,0.0,0.0
1772067074_D07,1772067074_D07,endothelial-mural,2493,5352.0,endothelial-mural,2493,0.0,0.0
1772062109_E02,1772062109_E02,endothelial-mural,2088,4322.0,endothelial-mural,2088,0.0,0.0
1772060224_F01,1772060224_F01,endothelial-mural,2908,6528.0,endothelial-mural,2908,0.0,0.0
1772066099_F09,1772066099_F09,endothelial-mural,1338,3083.0,endothelial-mural,1338,0.0,0.0
